q,tau_q,D_q,alpha,f_alpha
-5.0,-1.2263389727886933,0.20438982879811554,0.1,0.7263389727886933
-4.5,-1.1914726292514881,0.2166313871366342,0.1,0.7414726292514882
-4.0,-1.1581458243860563,0.23162916487721125,0.1,0.7581458243860563
-3.5,-1.127139040513372,0.2504753423363049,0.1,0.777139040513372
-3.0,-1.099530591166838,0.2748826477917095,0.1,0.799530591166838
-2.5,-1.0767493991886998,0.3076426854824857,0.1,0.8267493991886998
-2.0,-1.0606005567052876,0.35353351890176254,0.1,0.8606005567052877
-1.5,-1.053200362878765,0.42128014515150597,0.1,0.9032003628787649
-1.0,-1.0559950288656412,0.5279975144328206,0.1,0.9559950288656412
-0.5,-1.0586647809324214,0.7057765206216143,0.1,1.0086647809324214
0.0,-0.9612528531804931,0.9612528531804931,0.8102608707520065,0.9612528531804931
0.5,-0.5608819471938757,1.1217638943877515,0.1,0.6108819471938758
1.0,-0.7607685016167713,,1.1604417693918634,1.9212102710086347
1.5,0.5753450342763642,1.1506900685527284,2.3675439439443697,2.5
2.0,1.1456216856125376,1.1456216856125376,0.8077235782065106,0.46982547080048365
2.5,1.7105617552341779,1.140374503489452,1.2128620689764702,1.3215934172069976
3.0,2.271118296422504,1.135559148211252,1.0938078107474056,1.010305135819713
3.5,2.8280861589703337,1.1312344635881335,1.1170531104508419,1.081599727607613
4.0,3.382070822449839,1.127356940816613,1.1036949036132389,1.0327087920031164
4.5,3.9335266003995546,1.1238647429713013,1.1008099236715283,1.0201180561223229
5.0,4.482791589987986,1.1206978974969966,1.0973900069295308,1.0041584446596676
